ID,airport_name,type,country,lat,long,elevation,service
CZ-0199,Budíškovice Airstrip,small_airport,CZ,49.075525,15.546556,1752.0,no
CZ-0203,Homolce Hospital Heliport,heliport,CZ,50.073731,14.354469,989.0,no
CZ-0204,Children's Oncology Clinic Heliport,heliport,CZ,50.074352,14.351978,1017.0,no
CZ-0205,Malešice Heliport,heliport,CZ,50.07431,14.535359,886.0,no
CZ-0206,Kunratice Heliport,heliport,CZ,49.99995,14.48192,971.0,no
CZ-0208,Děčín Heliport,heliport,CZ,50.78104,14.22768,684.0,no
CZ-0209,Chrášťany Airfield,small_airport,CZ,50.05872,14.92307,876.0,no
CZ-0210,Chotouň Heliport,heliport,CZ,50.05915,14.95774,830.0,no
CZ-0211,Kladno Hospital Heliport,heliport,CZ,50.14026,14.08661,1352.0,no
CZ-0215,Duchcov Municipal Hospital Heliport,heliport,CZ,50.60959,13.741837,739.0,no
CZ-0216,Dlouhé Dvory Airfield,small_airport,CZ,50.26494,15.73942,941.0,no
CZ-0220,Frýdlant Hospital Heliport,heliport,CZ,50.926004,15.088781,1063.0,no
CZ-0222,Hranice Hospital Heliport,heliport,CZ,49.55564,17.74896,912.0,no
CZ-0223,Brno University Hospital Bohunice Main Heliport,heliport,CZ,49.176311,16.572171,951.0,no
CZ-0224,Brno University Hospital Bohunice Ground Heliport,heliport,CZ,49.17605,16.56811,922.0,no
CZ-0225,Brno Trauma Hospital Heliport,heliport,CZ,49.19785,16.616,673.0,no
CZ-0226,Brno Svatá Anna University Hospital Heliport,heliport,CZ,49.19073,16.600826,,no
CZ-0228,Březno u Chomutova Airstrip,small_airport,CZ,50.40943,13.44546,1106.0,no
CZ-0230,Most Hospital Heliport,heliport,CZ,50.503437,13.630541,991.0,no
CZ-0231,Hubíles Airstrip,closed,CZ,50.28667,15.8926,803.0,no
CZ-0232,Městec Králové City Hospital Heliport,heliport,CZ,50.20529,15.28764,712.0,no
CZ-0233,Dvůr Králové nad Labem Hospital Heliport,heliport,CZ,50.44825,15.81447,1148.0,no
CZ-0235,Kadaň Hospital Heliport,heliport,CZ,50.391048,13.271023,1027.0,no
CZ-0236,Karlovy Vary Regional Hospital Helistop,heliport,CZ,50.23277,12.8765,1409.0,no
CZ-0239,Litochovice u Strakonic Airstrip,small_airport,CZ,49.15434,13.95672,1781.0,no
CZ-0240,Dědice u Vyškov Heliport,heliport,CZ,49.32003,16.977659,1248.0,no
CZ-0241,Březí Falcon Airfield,small_airport,CZ,49.338891,16.23137,1680.0,no
CZ-0242,Milovice UL,small_airport,CZ,50.237435,14.909992,650.0,no
CZ-0244,Kostomlaty Airstrip,medium_airport,CZ,50.20843,14.92585,,no
CZ-0245,Cebin Airfield,small_airport,CZ,49.318678,16.496816,1004.0,no
CZ-0246,Chornice Airfield,small_airport,CZ,49.686095,16.730912,1129.0,no
CZ-0247,Hlaska Airfield,small_airport,CZ,49.066944,14.241389,1430.0,no
CZ-0248,Krpy Airfield,small_airport,CZ,50.325921,14.665533,803.0,no
CZ-0249,Liban Airfield,small_airport,CZ,50.370444,15.201044,738.0,no
CZ-0251,Horni Prim Airfield,small_airport,CZ,50.229313,15.702053,919.0,no
CZ-0253,Kozmice Airstrip,small_airport,CZ,49.91333,18.1643,885.0,no
CZ-0255,Kadaň Emergency Heliport,heliport,CZ,50.37313,13.28594,1014.0,no
CZ-0256,Jarošov Airstrip,small_airport,CZ,49.18714,15.04273,,no
CZ-0259,Litomyšl Heliport,heliport,CZ,49.86119,16.30487,1217.0,no
CZ-0260,Lednice Power Station Heliport,heliport,CZ,50.57912,13.7822,653.0,no
CZ-0262,Louny Hospital Heliport,heliport,CZ,50.34897,13.80759,771.0,no
CZ-0263,Czech Army Ammunition Depot Heliport,heliport,CZ,50.07413,16.12341,889.0,no
CZ-0264,Jablonec nad Nisou Hospital Heliport,heliport,CZ,50.72751,15.1619,1677.0,no
CZ-0268,Holešov Airport,closed,CZ,49.3143997,17.5688992,761.0,no
CZ-0270,Bechyně Air Base,closed,CZ,49.2736,14.5018,1448.0,no
CZ-0272,Blátna Air Base,closed,CZ,49.431173,13.797095,1594.0,no
CZ-0273,Hradčany Airfield,small_airport,CZ,50.619247,14.732753,912.0,no
CZ-0276,Brusné Airfield,small_airport,CZ,49.367884,17.652277,1033.0,no
CZ-0277,Lukla Airstrip,small_airport,CZ,50.511019,13.339142,2172.0,no
CZ-0280,Kokašice Heliport,heliport,CZ,49.877125,12.945714,1742.0,no
CZ-0281,Bitozeves Airfield,small_airport,CZ,50.372723,13.633981,764.0,no
CZ-0283,Lochousice,small_airport,CZ,49.674905,13.099417,1289.0,no
CZ-0284,Jeneč Airstrip,small_airport,CZ,50.0825,14.222778,1243.0,no
CZ-0286,Jilmovi Ultralight Strip,small_airport,CZ,49.3983,16.32169,,no
CZ-0288,Bošovice Airstrip,small_airport,CZ,49.060506,16.843395,,no
CZ-0290,Martinov Heliport,heliport,CZ,49.855406,18.188242,732.0,no
CZ-0292,Budkov Airstrip,small_airport,CZ,49.071779,15.659542,1872.0,no
EPAR,Arłamów Airfield,small_airport,PL,49.657501,22.514298,1455.0,no
EPBA,Bielsko-Biała Aleksandrowice Airfield,small_airport,PL,49.805,19.0019,1319.0,no
EPBB,Babięta,small_airport,PL,53.667905,21.255426,,no
EPBG,Gołubie Heliport,heliport,PL,54.1975,18.0025,558.0,no
EPBH,Bydgoszcz Baza Lpr Heliport,heliport,PL,53.210278,18.101667,313.0,no
EPBK,Białystok-Krywlany Airfield,small_airport,PL,53.101398,23.170601,502.0,no
EPBY,Ignacy Jan Paderewski Bydgoszcz Airport,medium_airport,PL,53.096802,17.977699,235.0,yes
EPCD,Depułtycze Królewskie Airfield,small_airport,PL,51.082067,23.437014,712.0,no
EPCE,Cewice Naval Air Base,medium_airport,PL,54.416525,17.765734,495.0,no
EPDA,Darłówo Naval Air Base,small_airport,PL,54.404701,16.3531,10.0,no
EPDE,Deblin Military Air Base,medium_airport,PL,51.551021,21.892322,392.0,no
EPDK,Debowa Klada Airfield,small_airport,PL,51.6126,23.0072,,no
EPEL,Elbląg Airfield,small_airport,PL,54.1408,19.4233,10.0,no
EPGD,Gdańsk Lech Wałęsa Airport,large_airport,PL,54.377602,18.4662,489.0,yes
EPGE,Giże Airfield,small_airport,PL,53.982436,22.403149,,no
EPGI,Grudziądz Lisie Kąty Airfield,small_airport,PL,53.524399,18.849199,121.0,no
EPGL,Gliwice-Trynek Airfield,small_airport,PL,50.268743,18.672466,830.0,no
EPGM,Giżycko-Mazury Residence,small_airport,PL,54.00645,21.81824,410.0,no
EPGS,Grójec-Słomczyn Airfield,small_airport,PL,51.87549,20.93774,,no
EPGY,Grądy Airfield,small_airport,PL,52.836977,21.777644,407.0,no
EPIN,Inowrocław Airfield,small_airport,PL,52.806155,18.283133,279.0,no
EPIR,Inowroclaw Military Air Base,medium_airport,PL,52.829399,18.330601,259.0,no
EPJA,Jastarnia Airfield,small_airport,PL,54.710281,18.645281,3.0,no
EPJG,Jelenia Góra Airfield,small_airport,PL,50.898899,15.7856,1119.0,no
EPJL,Laszki Field,small_airport,PL,50.008497,22.918897,607.0,no
EPJS,Jeżów Sudecki Airfield,small_airport,PL,50.944028,15.766528,1834.0,no
EPKA,Kielce-Masłów Airfield,small_airport,PL,50.896702,20.731701,1010.0,no
EPKB,Kazimierz Biskupi Airfield,small_airport,PL,52.319549,18.164322,361.0,no
EPKD,Końskie-Komaszyce,small_airport,PL,51.25532,20.47132,,no
EPKE,Kȩtrzyn-Wilamowo Airfield,small_airport,PL,54.047144,21.426121,417.0,no
EPKI,Kikity,small_airport,PL,53.9829,20.877218,564.0,no
EPKK,Kraków John Paul II International Airport,large_airport,PL,50.077702,19.7848,791.0,yes
EPKL,Krasocin Field,small_airport,PL,50.899319,20.12804,820.0,no
EPKM,Katowice-Muchowiec Airfield,small_airport,PL,50.238184,19.033685,909.0,no
EPKR,Krosno Airfield,small_airport,PL,49.683807,21.740953,922.0,no
EPKS,Krzesiny Military Air Base,medium_airport,PL,52.331699,16.9664,265.0,no
EPKT,Katowice Wojciech Korfanty International Airport,large_airport,PL,50.476015,19.080705,995.0,yes
EPKW,Bielsko-Biała Kaniów Airfield,small_airport,PL,49.94159,19.019566,839.0,no
EPKX,Kokotowie LPR HEMS Heliport,heliport,PL,50.022818,20.070335,651.0,no
EPLB,Lublin Airport,large_airport,PL,51.240157,22.713461,633.0,yes
EPLR,Lublin Radwiec Airfield,small_airport,PL,51.221901,22.394699,791.0,no
EPLS,Leszno-Strzyzewice Airfield,small_airport,PL,51.834999,16.5219,310.0,no
EPLU,Lubin Airfield,small_airport,PL,51.423,16.196199,512.0,no
EPLY,Leźnica Wielka Air Base,medium_airport,PL,52.004945,19.143792,404.0,no
EPMB,Malbork Królewo Air Base,medium_airport,PL,54.026598,19.135718,16.0,no
EPMI,Miroslawiec Military Air Base,medium_airport,PL,53.3951,16.0828,459.0,no
EPML,Mielec Airfield,small_airport,PL,50.3223,21.462099,548.0,no
EPMM,Minsk Mazowiecki Military Air Base,medium_airport,PL,52.1954994202,21.6558990479,604.0,no
EPMR,Mirosławice Private Airfield,small_airport,PL,50.957802,16.7703,495.0,no
EPMX,Milewo Airfield,small_airport,PL,52.665208,20.428419,325.0,no
EPMY,Myślibórz-Giżyn Airfield,small_airport,PL,52.941164,15.029812,230.0,no
EPRD,Mazury Air Camp Airfield,small_airport,PL,54.134375,21.598754,398.0,no
EPRU,Częstochowa-Rudniki Airport,small_airport,PL,50.884716,19.201842,860.0,no
EPWR,Copernicus Wrocław Airport,large_airport,PL,51.103719,16.882096,404.0,yes
EPZK,Konopnica Airfield,small_airport,PL,51.360179,18.822057,,no
HU-0001,Kákahalom Airfield,small_airport,HU,46.803936,20.527838,256.0,no
HU-0002,Kalocsa-Foktő Airfield,medium_airport,HU,46.55149,18.942299,299.0,no
HU-0003,Matkópuszta Airfield,small_airport,HU,46.800343,19.68257,367.0,no
HU-0004,Mezőkövesd Air Base,closed,HU,47.81518,20.635585,357.0,no
HU-0005,Hódmezővásárhely  Airport,closed,HU,46.456257,20.392963,259.0,no
HU-0007,Börgönd Airfield,small_airport,HU,47.129833,18.50029,392.0,no
HU-0009,Kenderes Airfield,closed,HU,47.269824,20.689702,268.0,no
HU-0010,Kunmadaras Air Base,small_airport,HU,47.390839,20.785009,279.0,no
HU-0012,Cserszegtomaj-Hévíz Airfield,small_airport,HU,46.809114,17.19974,381.0,no
HU-0013,Baja Airfield,small_airport,HU,46.145347,19.043172,378.0,no
HU-0014,Balatonkeresztúr Airfield,small_airport,HU,46.693034,17.397773,337.0,no
HU-0015,Dáka Sport Airfield,small_airport,HU,47.271801,17.4105,492.0,no
HU-0016,Ballószög Airfield,small_airport,HU,46.8618,19.5566,393.0,no
HU-0017,Gyõrszentiván-Bõny Airfield,small_airport,HU,47.6672,17.784801,490.0,no
HU-0018,Balatonfőkajár Airfield,small_airport,HU,47.0065,18.21188,,no
HU-0019,Bátonyterenye-Világosipuszta sportreptér,small_airport,HU,48.025531,19.805066,869.0,no
HU-0023,Hódmezővásárhely Airfield,small_airport,HU,46.384444,20.308333,262.0,no
HU-0025,Balatonlelle Glider Field,small_airport,HU,46.760514,17.689823,423.0,no
HU-0026,Dány Airfield,small_airport,HU,47.500436,19.504709,591.0,no
HU-0029,Atkár Airfield,small_airport,HU,47.720908,19.904652,370.0,no
HU-0031,Balatonederics Airfield,small_airport,HU,46.784913,17.378794,,no
HU-0032,Mezőhegyes,small_airport,HU,46.296989,20.813389,,no
HU-0033,Hajmáskér Airfield,small_airport,HU,47.142891,17.997437,,no
HU-0034,Aranyos,closed,HU,48.297055,21.222908,,no
HU-0035,Dunabogdány Airfield,small_airport,HU,47.774341,19.062484,377.0,no
HU-0037,Kerekharaszt,closed,HU,47.678889,19.644167,407.0,no
HU-0038,Inárcs Airfield,small_airport,HU,47.263641,19.313225,,no
HU-0039,Gyomaendrőd,small_airport,HU,46.9112958,20.7615195,,no
HU-0040,Kiskunhalas-Füzespuszta Airfield,small_airport,HU,46.36935,19.477426,426.0,no
HU-0041,Felsőráda Airstrip,small_airport,HU,47.264102,19.173974,,no
HU-0043,Mórahalom Airstrip,small_airport,HU,46.251378,19.949197,292.0,no
HU-0044,Dévaványa Airfield,small_airport,HU,47.011512,20.982331,,no
HU-0045,Bácsbokod Border Police Heliport,heliport,HU,46.10847,19.15722,358.0,no
HU-0046,Jászapáti Agricultural Airfield,small_airport,HU,47.521857,20.16257,295.0,no
HU-0047,Csikéria Airstrip,small_airport,HU,46.11381,19.48895,407.0,no
HU-0048,Mátyásföldi Heliport,heliport,HU,47.50095,19.201027,,no
HU-0049,Kislőd Airstrip,small_airport,HU,47.1336,17.640073,1319.0,no
HU-0050,Földes Airfield,small_airport,HU,46.96852,17.84473,,no
HU-0052,Becsehely Airstrip,small_airport,HU,46.432148,16.778913,456.0,no
HU-0053,Lentikápolna Airstrip,closed,HU,46.6525,16.534252,561.0,no
HU-0056,Balkány Airfield,small_airport,HU,47.771461,21.815028,430.0,no
HU-0057,Alsónémedi Recreational Airfield,closed,HU,47.286706,19.183848,,no
HU-0058,Hungaroring GoKart Center Heliport,heliport,HU,47.5783,19.25113,767.0,no
HU-0059,Merényi Gusztàv Kórhàz Heliport,heliport,HU,47.4657,19.09962,380.0,no
HU-0062,ESRE Glider Field,small_airport,HU,47.43479,18.78092,,no
HU-0063,Martfű Airstrip,small_airport,HU,47.01397,20.28573,-2.0,no
HU-0064,Halászi Airstrip,small_airport,HU,47.89016,17.34828,390.0,no
HU-0067,Gyula Kálmán Pándy Hospital Heliport,heliport,HU,46.64028,21.27588,,no
HU-0069,Markusovszky Hospital Heliport,heliport,HU,47.2384,16.61823,,no
HU-0073,Albert Schweitzer Hospital Heliport,heliport,HU,47.671881,19.681386,390.0,no
HU-0074,Csákvár Air Base,closed,HU,47.350899,18.43,1000.0,no
HU-0075,Miskolc Airfield,closed,HU,48.13603,20.789641,390.0,no
HU-0076,Gyomai Airfield,closed,HU,46.956165,20.883123,265.0,no
HU-0078,Balassagyarmat Airfield,closed,HU,48.078037,19.321749,466.0,no
HU-0081,Miskolc Heliport,heliport,HU,48.13071,20.792152,380.0,no
LB29,Maslarevo Airstrip,small_airport,BG,43.405399,25.474001,349.0,no
LB31,Levski Airfield,small_airport,BG,43.3694,25.149099,150.0,no
LB33,Leskovo Airfield,small_airport,BG,43.724185,27.690751,700.0,no
LB35,Golyama Smolnitsa Airstrip,small_airport,BG,43.627269,27.695203,810.0,no
LB42,Kamenets Air Base,small_airport,BG,43.327301,25.003401,420.0,no
LBAM,Alfa-Metal Airfield,small_airport,BG,42.948664,25.358928,2026.0,no
LBBA,Bahovitsa Airfield,small_airport,BG,43.206111,24.655556,1280.0,no
LBBG,Burgas Airport,large_airport,BG,42.569917,27.515173,135.0,yes
LBBO,Bohot Airfield,small_airport,BG,43.306875,24.691729,1162.0,no
LBBQ,Byala Airfield,small_airport,BG,43.463484,25.711613,210.0,no
LBBZ,Bazan Airstrip,small_airport,BG,43.728429,26.119696,579.0,no
LBDA,Daskal-Atanasovo Airfield,small_airport,BG,42.321322,25.893692,423.0,no
LBDB,Dolna Banya Airfield,small_airport,BG,42.309091,23.820177,1779.0,no
LBGI,Gorski Izvor Airstrip,small_airport,BG,42.035833,25.408333,164.0,no
LBGO,Gorna Oryahovitsa Airport,medium_airport,BG,43.151402,25.7129,285.0,no
LBGR,Grivitsa Airfield,small_airport,BG,43.414941,24.733714,919.0,no
LBHT,Ihtiman Airfield,small_airport,BG,42.42189,23.767221,2113.0,no
LBKJ,Kaynardzha Airfield,small_airport,BG,43.969999,27.469754,575.0,no
LBKL,Kalvacha Airfield,small_airport,BG,42.585997,25.426976,1083.0,no
LBLN,Lozen Heliport,heliport,BG,42.618534,23.500622,1923.0,no
LBLS,Lesnovo Airfield,small_airport,BG,42.632465,23.650102,1825.0,no
LBMA,Maritsa Airfield,small_airport,BG,42.2652,24.7205,630.0,no
LBMD,Dinevi Marina Helipad,heliport,BG,42.706448,27.766361,3.0,no
LBML,Malenovo Heliport,heliport,BG,42.56004,26.776538,482.0,no
LBMO,Montana Airfield,small_airport,BG,43.382619,23.263203,778.0,no
LBPG,Graf Ignatievo Air Base,medium_airport,BG,42.290401,24.714001,190.0,no
LBPL,Dolna Mitropoliya Air Base,medium_airport,BG,43.451771,24.502423,330.0,no
LBRD,Erden Airfield,small_airport,BG,43.499168,23.304722,617.0,no
LBWB,Balchik Airfield,medium_airport,BG,43.423801,28.181299,660.0,no
LBWC,Chayka Naval Air Base,heliport,BG,43.188139,27.848255,7.0,no
LH0,Hertelendy Kastély Field,small_airport,HU,46.373168,17.428007,469.0,no
LHBB,Légimentő bázis,heliport,HU,47.4545191,18.9072779,,no
LHBC,Békéscsaba Airfield,small_airport,HU,46.677132,21.161188,286.0,no
LHBF,Bükfördö Airfield,small_airport,HU,47.3848,16.80264,545.0,no
LHBI,Biharkeresztes Airfield,small_airport,HU,47.137425,21.675425,302.0,no
LHBO,Bácsbokod Airfield,small_airport,HU,46.153445,19.149051,512.0,no
LHBP,Budapest Liszt Ferenc International Airport,large_airport,HU,47.43018,19.262393,495.0,yes
LHBS,Budaörs Airfield,small_airport,HU,47.451099,18.9806,413.0,no
LHCL,Cegléd Airfield,small_airport,HU,47.162621,19.877401,315.0,no
LHDC,Debrecen International Airport,large_airport,HU,47.489469,21.616278,359.0,yes
LHDK,Dunakeszi Airfield,small_airport,HU,47.613899,19.143299,397.0,no
LHDV,Dunaújváros Airfield,small_airport,HU,46.895802,18.9139,394.0,no
LHEM,Esztergom Ernő Rubik Airfield,small_airport,HU,47.756811,18.730459,342.0,no
LHER,Eger Apolló Airfield,small_airport,HU,47.9052,20.4055,790.0,no
LHFC,Bodmér-Felcsút Airfield,small_airport,HU,47.444629,18.557102,492.0,no
LHFH,Farkashegy Airfield,small_airport,HU,47.486196,18.915263,690.0,no
LHFM,Fertőszentmiklós Airfield,small_airport,HU,47.582802,16.8454,440.0,no
LHGD,Gödöllő Airfield,small_airport,HU,47.571662,19.336796,715.0,no
LHGR,Gyúró Airfield,small_airport,HU,47.391333,18.756989,640.0,no
LHGU,Győrújbarát Heliport,heliport,HU,47.605143,17.660188,397.0,no
LHGY,Gyöngyös Pipishegy Airfield,small_airport,HU,47.814279,19.976792,1150.0,no
LHHH,Hármashatárhegy Glider Field,small_airport,HU,47.551503,18.976386,960.0,no
LHHO,Hajdúszoboszló Airfield,small_airport,HU,47.459717,21.390904,335.0,no
LHJK,Jakabszállás Airfield,small_airport,HU,46.747855,19.604754,348.0,no
LHKC,Kecel Heliport,heliport,HU,46.536443,19.241458,323.0,no
LHKD,Kecskéd Airfield,small_airport,HU,47.517121,18.325024,570.0,no
LHKE,Kecskemét Air Base,medium_airport,HU,46.9175,19.749201,376.0,no
LHKH,Kiskunfélegyháza Airfield,small_airport,HU,46.733101,19.893299,289.0,no
LHKI,Kiskőrös-Akasztó Airfield,small_airport,HU,46.656791,19.242997,305.0,no
LHKK,Kiskunlacháza Airfield,small_airport,HU,47.174484,19.077501,322.0,no
LHKT,Kadarkút Airfield,small_airport,HU,46.247418,17.607822,,no
LHKV,Kaposvar Kaposújlak Airfield,small_airport,HU,46.386398,17.733479,499.0,no
LHLI,Lipót Szigetköz Airfield,small_airport,HU,47.8575,17.448333,377.0,no
LHMR,Maklár Airfield,small_airport,HU,47.811857,20.422254,424.0,no
LHPR,Győr-Pér Airport,medium_airport,HU,47.628436,17.804718,424.0,yes
LHSM,Hévíz–Balaton Airport,medium_airport,HU,46.686391,17.159084,408.0,yes
LKBA,Břeclav Airfield,small_airport,CZ,48.790439,16.892531,531.0,no
LKBD,Brodek u Přerova Heliport,heliport,CZ,49.483889,17.326944,668.0,no
LKBE,Benešov Airfield,small_airport,CZ,49.740799,14.6447,1319.0,no
LKBO,Bohuňovice Airfield,small_airport,CZ,49.670601,17.295,771.0,no
LKBR,Broumov Airfield,small_airport,CZ,50.561901,16.3428,1342.0,no
LKBU,Bubovice Airfield,small_airport,CZ,49.9744,14.1781,1401.0,no
LKCB,Cheb Airfield,small_airport,CZ,50.066101,12.4117,1585.0,no
LKCH,Chomutov Airfield,small_airport,CZ,50.468899,13.4681,1132.0,no
LKCM,Medlánky Airfield,small_airport,CZ,49.236698,16.555,853.0,no
LKCO,Chodová Planá Heliport,heliport,CZ,49.901199,12.741704,1783.0,no
LKCR,Chrudim Airfield,small_airport,CZ,49.936401,15.7806,981.0,no
LKCT,Chotěboř Airfield,small_airport,CZ,49.685799,15.6761,1949.0,no
LKDK,Dvůr Králové nad Labem Airfield,small_airport,CZ,50.4142,15.8369,932.0,no
LKER,Erpužice Airfield,small_airport,CZ,49.802799,13.0381,1572.0,no
LKFM,Frýdek-Místek Hospital Helistop,heliport,CZ,49.691047,18.354977,1200.0,no
LKFR,Frýdlant Airfield,small_airport,CZ,49.589401,18.3792,1440.0,no
LKHA,Havířov Heliport,heliport,CZ,49.783668,18.439745,919.0,no
LKHB,Havlíčkův Brod Airfield,small_airport,CZ,49.597198,15.5492,1519.0,no
LKHC,Hořice Airfield,small_airport,CZ,50.3576,15.576983,922.0,no
LKHD,Hodkovice nad Mohelkou Airfield,small_airport,CZ,50.6572,15.0778,1480.0,no
LKHK,Hradec Králové Airport,small_airport,CZ,50.253201,15.8452,791.0,no
LKHN,Hranice Airfield,small_airport,CZ,49.5461,17.704399,797.0,no
LKHS,Hosín Airfield,small_airport,CZ,49.040001,14.495,1621.0,no
LKHV,Hořovice Airfield,small_airport,CZ,49.848099,13.8935,1214.0,no
LKJA,Jaroměř Airfield,small_airport,CZ,50.331402,15.9539,889.0,no
LKJC,Jičín Airfield,small_airport,CZ,50.43,15.3331,863.0,no
LKJE,Jesenik Heliport,heliport,CZ,50.221599,17.186628,1511.0,no
LKJH,Jindřichův Hradec Airfield,small_airport,CZ,49.150682,14.972413,1667.0,no
LKJI,Jihlava Airfield,small_airport,CZ,49.419399,15.6353,1821.0,no
LKKA,Křižanov Airfield,small_airport,CZ,49.368301,16.1161,1831.0,no
LKKC,Kříženec Planá Airfield,small_airport,CZ,49.870602,12.7725,2076.0,no
LKKE,Karlov Heliport,heliport,CZ,49.163774,13.426952,2577.0,no
LKKL,Kladno Airfield,small_airport,CZ,50.112801,14.0897,1421.0,no
LKKM,Kroměříž Airfield,small_airport,CZ,49.285599,17.4158,620.0,no
LKKO,Kolín Airfield,small_airport,CZ,50.0019,15.1733,932.0,no
LKKR,Krnov Airfield,small_airport,CZ,50.074407,17.695219,1230.0,no
LKKT,Klatovy Josef Hubáč Airfield,small_airport,CZ,49.418301,13.3219,1299.0,no
LKKU,Kunovice Airport,medium_airport,CZ,49.0294,17.439699,581.0,no
LKKV,Karlovy Vary Airport,large_airport,CZ,50.202999,12.915,1989.0,yes
LKKY,Kyjov Airfield,small_airport,CZ,48.98,17.124701,689.0,no
LKLA,Liberec Heliport,heliport,CZ,50.733859,15.037578,1405.0,no
LKLB,Liberec Airfield,small_airport,CZ,50.767053,15.023071,1329.0,no
LKLC,Liberec Regional Hospital Helistop,heliport,CZ,50.77001,15.06394,1358.0,no
LKLK,Kbely Heliport,heliport,CZ,50.13361,14.536698,908.0,no
LKLT,Letňany Airfield,small_airport,CZ,50.131401,14.5256,909.0,no
LKMB,Mladá Boleslav Airfield,small_airport,CZ,50.3983,14.8983,781.0,no
LKMH,Mnichovo Hradiště Airport,small_airport,CZ,50.540199,15.0066,800.0,no
LKMI,Mikulovice Airfield,small_airport,CZ,50.301701,17.297501,1381.0,no
LKMK,Moravská Třebová Airfield,small_airport,CZ,49.798302,16.687799,1322.0,no
LKMO,Most Airfield,small_airport,CZ,50.525002,13.6831,1089.0,no
LKMT,Leoš Janáček Airport Ostrava,large_airport,CZ,49.696301,18.111099,844.0,yes
LKPL,Letkov Airfield,small_airport,CZ,49.723099,13.4522,1371.0,no
LKTB,Brno-Tuřany Airport,medium_airport,CZ,49.151276,16.693972,778.0,yes
LKUH,Mařatice Heliport,heliport,CZ,49.079886,17.485136,590.0,no
LKVY,Letiště Vyškov,small_airport,CZ,49.300301,17.025299,922.0,no
LR79,Ianca Airfield,small_airport,RO,45.158655,27.43093,131.0,no
LR80,Feteşti Borcea Air Base,medium_airport,RO,44.3923,27.7267,180.0,no
LR82,Boboc Air Base,medium_airport,RO,45.2164,26.9786,344.0,no
LRAR,Arad International Airport,medium_airport,RO,46.176136,21.264322,352.0,yes
LRBC,Bacău George Enescu International  Airport,large_airport,RO,46.5219,26.910299,607.0,yes
LRBG,IAR Brașov / Airbus Helicopters Heliport,heliport,RO,45.695845,25.534013,1744.0,no
LRBK,Moara Vlasiei (Becker Aviation) Heliport,heliport,RO,44.633011,26.197479,292.0,no
LRBM,Maramureș International Airport,medium_airport,RO,47.658444,23.464445,605.0,yes
LRBN,Bistrița Airfield,small_airport,RO,47.158575,24.552311,,no
LRBS,Bucharest Băneasa Aurel Vlaicu International Airport,large_airport,RO,44.503133,26.102944,297.0,yes
LRBV,Brașov-Ghimbav International Airport,large_airport,RO,45.70558,25.522871,1740.0,yes
LRCD,Măgura Airfield,small_airport,RO,45.737222,24.165278,1524.0,no
LRCK,Mihail Kogălniceanu International Airport,large_airport,RO,44.362202,28.4883,353.0,yes
LRCL,Avram Iancu Cluj International Airport,large_airport,RO,46.786042,23.685733,1039.0,yes
LRCN,Clinceni Airfield,small_airport,RO,44.35902,25.93196,,no
LRCS,Caransebeş Airport,medium_airport,RO,45.420142,22.252507,866.0,no
LRCT,Câmpia Turzii Air Base,medium_airport,RO,46.5023,23.8859,1083.0,no
LRCV,Craiova International Airport,large_airport,RO,44.3181,23.888599,626.0,yes
LRFB,Fagu Balc Heliport,heliport,RO,47.3425,22.575,599.0,no
LRFL,Floreni Airfield,small_airport,RO,47.362846,25.21191,2908.0,no
LRIA,Iaşi International Airport,large_airport,RO,47.179633,27.621431,411.0,yes
LRMA,Mir Aero Heliport,heliport,RO,45.687288,25.527105,1765.0,no
LROP,Bucharest Henri Coandă International Airport,large_airport,RO,44.571792,26.103285,314.0,yes
LRPT,Geamăna Airfield,small_airport,RO,44.817504,24.897822,1001.0,no
LSKV,Kvetoslavov Airfield,small_airport,SK,48.04507,17.34963,,no
LZBD,Bidovce Airfield,small_airport,SK,48.743186,21.448205,984.0,no
LZDV,Dubová Airstrip,small_airport,SK,48.347019,17.356583,634.0,no
LZHL,Holič Airfield,small_airport,SK,48.8103,17.1338,520.0,no
LZIB,M. R. Štefánik Airport,large_airport,SK,48.1702,17.2127,436.0,yes
LZJS,Jasná Airfield,small_airport,SK,49.047939,19.506791,2103.0,no
LZKC,Kamenica nad Cirochou Airfield,small_airport,SK,48.936242,21.994196,560.0,no
LZKZ,Košice International Airport,medium_airport,SK,48.663101,21.2411,755.0,yes
LZLU,Lučenec Airfield,small_airport,SK,48.339401,19.7358,,no
LZMA,Martin Airfield,small_airport,SK,49.0653,18.9508,1381.0,no
LZMC,Malacky/Kuchyňa Air Base,medium_airport,SK,48.402,17.118401,679.0,no
LZPT,Male Bielice-Partizánske Airfield,small_airport,SK,48.619202,18.3297,600.0,no
PL-0002,Kołobrzeg-Bagicz Airfield,small_airport,PL,54.200077,15.683752,20.0,no
PL-0003,Makowice Airfield,small_airport,PL,53.761082,15.290194,,no
PL-0004,Borsk Airfield,small_airport,PL,53.951046,17.948034,466.0,no
PL-0005,Broczyno Air Base,closed,PL,53.51944351196289,16.28416633605957,499.0,no
PL-0006,Brzeg-Skarbimierz Air Base,closed,PL,50.836945,17.41361,505.0,no
PL-0007,Chojna Airfield,small_airport,PL,52.939445,14.421667,187.0,no
PL-0009,Dęblin-Ułęż Air Base,closed,PL,51.619167,22.101667,558.0,no
